areaname,musym,muname,muacres,farmlndcl,compname,nirrcapcl,nirrcapscl,PI
"Highland County, Ohio",RxB2,"Russell-Xenia silt loams, 2 to 6 percent slopes, eroded",1,All areas are prime farmland,Xenia,2,e,73
"Hocking County, Ohio",ScD,"Shelocta-Cruze silt loams, 15 to 25 percent slopes",16906,Farmland of local importance,Shelocta,4,e,50
"Hocking County, Ohio",ScD,"Shelocta-Cruze silt loams, 15 to 25 percent slopes",16906,Farmland of local importance,Cruze,4,e,50
"Hocking County, Ohio",WfC,"Wellston-Cruze silt loams, 8 to 15 percent slopes",13549,Farmland of local importance,Wellston,3,e,67
"Hocking County, Ohio",WfC,"Wellston-Cruze silt loams, 8 to 15 percent slopes",13549,Farmland of local importance,Cruze,3,e,67
"Hocking County, Ohio",SaD,"Shelocta silt loam, 15 to 25 percent slopes",9309,Farmland of local importance,Shelocta,4,e,56
"Hocking County, Ohio",SaC,"Shelocta silt loam, 8 to 15 percent slopes",9216,Farmland of local importance,Shelocta,3,e,64
"Hocking County, Ohio",WrD,"Westmoreland-Guernsey silt loams, 15 to 25 percent slopes",7439,Farmland of local importance,Westmoreland,4,e,59
"Hocking County, Ohio",WrD,"Westmoreland-Guernsey silt loams, 15 to 25 percent slopes",7439,Farmland of local importance,Guernsey,4,e,59
"Hocking County, Ohio",LnC,"Lily silt loam, 8 to 15 percent slopes",7035,Farmland of local importance,Lily,3,e,55
"Hocking County, Ohio",WeC,"Wellston silt loam, 8 to 15 percent slopes",6566,Not prime farmland,Wellston,3,e,67
"Hocking County, Ohio",Hay1AF,"Haymond silt loam, 0 to 3 percent slopes, frequently flooded",5669,Prime farmland if protected from flooding or not frequently flooded during the growing season,Haymond,2,w,57
"Hocking County, Ohio",WgC,"Wellston-Guernsey silt loams, 8 to 15 percent slopes",5254,Farmland of local importance,Wellston,3,e,67
"Hocking County, Ohio",WgC,"Wellston-Guernsey silt loams, 8 to 15 percent slopes",5254,Farmland of local importance,Guernsey,3,e,67
"Hocking County, Ohio",Orr1AF,"Orrville silt loam, 0 to 3 percent slopes, frequently flooded",4823,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Orrville,2,w,69
"Hocking County, Ohio",WoD,"Westmoreland silt loam, 15 to 25 percent slopes",4660,Farmland of local importance,Westmoreland,4,e,58
"Hocking County, Ohio",LnD,"Lily silt loam, 15 to 25 percent slopes",4006,Farmland of local importance,Lily,6,e,42
"Hocking County, Ohio",Chg1AF,"Chagrin silt loam, 0 to 3 percent slopes, frequently flooded",3260,Prime farmland if protected from flooding or not frequently flooded during the growing season,Chagrin,2,w,57
"Hocking County, Ohio",Cg,"Chagrin silt loam, 0 to 3 percent slopes, frequently flooded",3211,Prime farmland if protected from flooding or not frequently flooded during the growing season,Chagrin,2,w,57
"Hocking County, Ohio",OtB,"Otwell silt loam, 2 to 6 percent slopes",3069,All areas are prime farmland,Otwell,2,e,64
"Hocking County, Ohio",WtA,"Wheeling silt loam, 0 to 3 percent slopes",2186,All areas are prime farmland,Wheeling,1,NA,75
"Hocking County, Ohio",Po,"Pope loam, 0 to 3 percent slopes, occasionally flooded",2169,All areas are prime farmland,Pope,2,w,74
"Hocking County, Ohio",EcA,"Euclid silt loam, rarely flooded",2158,Prime farmland if drained,Euclid,2,w,76
"Hocking County, Ohio",WeB,"Wellston silt loam, 3 to 8 percent slopes",2140,Farmland of local importance,Wellston,2,e,72
"Hocking County, Ohio",Or,"Orrville silt loam, 0 to 3 percent slopes, frequently flooded",1793,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Orrville,2,w,69
"Hocking County, Ohio",Bhv1D,"Bethesda silt loam, 8 to 25 percent slopes, reclaimed",1663,Not prime farmland,Bethesda,6,e,26
"Hocking County, Ohio",PpS1AF,"Pope-Stokly silt loams, 0 to 3 percent slopes, frequently flooded",1604,Prime farmland if protected from flooding or not frequently flooded during the growing season,Pope,2,w,60
"Hocking County, Ohio",PpS1AF,"Pope-Stokly silt loams, 0 to 3 percent slopes, frequently flooded",1604,Prime farmland if protected from flooding or not frequently flooded during the growing season,Stokly,2,w,60
"Hocking County, Ohio",WmC,"Westmore silt loam, 6 to 15 percent slopes",1551,Farmland of local importance,Westmore,3,e,71
"Hocking County, Ohio",HkD2,"Hickory silt loam, Illinoian Glaciated Allegheny Plateau, 12 to 18 percent slopes, eroded",1382,Farmland of local importance,Hickory,4,e,61
"Hocking County, Ohio",GfB,"Glenford silt loam, 3 to 8 percent slopes",1315,All areas are prime farmland,Glenford,2,e,76
"Hocking County, Ohio",Bhv1B,"Bethesda silt loam, 0 to 8 percent slopes, reclaimed",1127,Not prime farmland,Bethesda,3,s,34
"Hocking County, Ohio",OtC,"Otwell silt loam, 6 to 12 percent slopes",1094,Farmland of local importance,Otwell,3,e,62
"Hocking County, Ohio",GfA,"Glenford silt loam, 0 to 3 percent slopes",1041,All areas are prime farmland,Glenford,1,NA,81
"Hocking County, Ohio",Crd1B1,"Cardington silt loam, 2 to 6 percent slopes",1024,All areas are prime farmland,Cardington,2,e,69
"Hocking County, Ohio",Bhk4D,"Bethesda channery silt loam, 8 to 25 percent slopes, unreclaimed, highwall",964,Not prime farmland,Bethesda,7,e,25
"Hocking County, Ohio",Crd1C2,"Cardington silt loam, 6 to 12 percent slopes, eroded",950,Farmland of local importance,Cardington,3,e,62
"Hocking County, Ohio",CtC,"Cruze silt loam, 8 to 15 percent slopes",938,Farmland of local importance,Cruze,3,e,63
"Hocking County, Ohio",St,"Stonelick loam, occasionally flooded",790,All areas are prime farmland,Stonelick,2,w,62
"Hocking County, Ohio",CkB,"Cincinnati silt loam, 2 to 6 percent slopes",782,All areas are prime farmland,Cincinnati,2,e,74
"Hocking County, Ohio",CaD2,"Cana Variant silt loam, 15 to 25 percent slopes, eroded",764,Farmland of local importance,Cana Variant,4,e,52
"Hocking County, Ohio",ChA,"Chili loam, 0 to 3 percent slopes",746,All areas are prime farmland,Chili,2,s,69
"Hocking County, Ohio",HmE,"Hickory silt loam, 18 to 25 percent slopes",746,Not prime farmland,Hickory,6,e,50
"Hocking County, Ohio",CkC2,"Cincinnati silt loam, 6 to 12 percent slopes, eroded",736,Farmland of local importance,Cincinnati,3,e,66
"Hocking County, Ohio",Lic1C2,"Licking silt loam, 6 to 12 percent slopes, eroded",721,Farmland of local importance,Licking,4,e,63
"Hocking County, Ohio",Omu1B1,"Omulga silt loam, 2 to 6 percent slopes",648,All areas are prime farmland,Omulga,2,e,65
"Hocking County, Ohio",AfC,"Alford silt loam, 6 to 12 percent slopes",638,Farmland of local importance,Alford,3,e,75
"Hocking County, Ohio",NeD,"Negley silt loam, 15 to 25 percent slopes",546,Farmland of local importance,Negley,6,e,42
"Hocking County, Ohio",ZnB,"Zanesville silt loam, 3 to 8 percent slopes",545,Farmland of local importance,Zanesville,2,e,65
"Hocking County, Ohio",Omu1C1,"Omulga silt loam, 6 to 12 percent slopes",468,Not prime farmland,Omulga,3,e,61
"Hocking County, Ohio",WnC,"Westmore silt loam, 8 to 15 percent slopes",448,Not prime farmland,Westmore,3,e,71
"Hocking County, Ohio",WmB,"Westmore silt loam, 2 to 6 percent slopes",428,All areas are prime farmland,Westmore,2,e,77
"Hocking County, Ohio",CaC2,"Cana Variant silt loam, 8 to 15 percent slopes, eroded",403,Farmland of local importance,Cana Variant,3,e,58
"Hocking County, Ohio",GuC,"Guernsey silt loam, 8 to 15 percent slopes",403,Farmland of local importance,Guernsey,3,e,67
"Hocking County, Ohio",Bhs4D,"Bethesda channery silt loam, 8 to 25  percent slopes, unreclaimed",394,Not prime farmland,Bethesda,7,e,25
"Hocking County, Ohio",ZnC,"Zanesville silt loam, 8 to 15 percent slopes",377,Farmland of local importance,Zanesville,3,e,62
"Hocking County, Ohio",Lic1B1,"Licking silt loam, 2 to 6 percent slopes",372,All areas are prime farmland,Licking,2,e,69
"Hocking County, Ohio",Lic1D2,"Licking silt loam, 12 to 18 percent slopes, eroded",372,Farmland of local importance,Licking,6,e,47
"Hocking County, Ohio",AdD2,"Alexandria silt loam, 12 to 18 percent slopes, eroded",369,Farmland of local importance,Alexandria,4,e,61
"Hocking County, Ohio",McA,"McGary silt loam, 0 to 3 percent slopes",367,Prime farmland if drained,McGary,3,w,68
"Hocking County, Ohio",OtD2,"Otwell silt loam, 12 to 18 percent slopes, eroded",363,Farmland of local importance,Otwell,4,e,52
"Hocking County, Ohio",AdE,"Alexandria silt loam, 18 to 25 percent slopes",299,Not prime farmland,Alexandria,6,e,59
"Hocking County, Ohio",AfB,"Alford silt loam, 2 to 6 percent slopes",269,All areas are prime farmland,Alford,2,e,77
"Hocking County, Ohio",AgC,"Allegheny loam, 6 to 12 percent slopes",242,Farmland of local importance,Allegheny,3,e,68
"Hocking County, Ohio",GgD,"Gilpin-Guernsey complex, 15 to 25 percent slopes",240,Not prime farmland,Guernsey,4,e,51
"Hocking County, Ohio",GgD,"Gilpin-Guernsey complex, 15 to 25 percent slopes",240,Not prime farmland,Gilpin,4,e,51
"Hocking County, Ohio",AgB,"Allegheny loam, 2 to 6 percent slopes",235,All areas are prime farmland,Allegheny,2,e,72
"Hocking County, Ohio",Mel1AF,"Melvin silt loam, 0 to 2 percent slopes, frequently flooded",229,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Melvin,3,w,57
"Hocking County, Ohio",SkP1AF,"Stokly-Philo silt loams, 0 to 3 percent slopes, frequently flooded",208,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Stokly,2,w,65
"Hocking County, Ohio",SkP1AF,"Stokly-Philo silt loams, 0 to 3 percent slopes, frequently flooded",208,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Philo,2,w,65
"Hocking County, Ohio",NeC,"Negley silt loam, 8 to 15 percent slopes",186,Farmland of local importance,Negley,3,e,59
"Hocking County, Ohio",BnC,"Berks-Tarhollow complex, 6 to 15 percent slopes",178,Not prime farmland,Berks,3,e,57
"Hocking County, Ohio",BnC,"Berks-Tarhollow complex, 6 to 15 percent slopes",178,Not prime farmland,Tarhollow,3,e,57
"Hocking County, Ohio",GkC,"Gilpin silt loam, 8 to 15 percent slopes",167,Not prime farmland,Gilpin,3,e,59
"Hocking County, Ohio",BeA,"Bennington silt loam, 0 to 3 percent slopes",157,Prime farmland if drained,Bennington,2,w,69
"Hocking County, Ohio",Omu1D2,"Omulga silt loam, 12 to 18 percent slopes, eroded",137,Not prime farmland,Omulga,3,e,51
"Hocking County, Ohio",ZvC2,"Zanesville silt loam, 6 to 15 percent slopes, eroded",124,Not prime farmland,Zanesville,3,e,62
"Hocking County, Ohio",ChC2,"Chili loam, 8 to 15 percent slopes, eroded",110,Farmland of local importance,Chili,3,e,59
"Hocking County, Ohio",Bhs4B,"Bethesda channery silt loam, 0 to 8 percent slopes, unreclaimed",83,Not prime farmland,Bethesda,4,s,33
"Hocking County, Ohio",Ls,"Lindside silt loam, 0 to 3 percent slopes, occasionally flooded",74,All areas are prime farmland,Lindside,2,w,80
"Hocking County, Ohio",TaB,"Tarhollow silt loam, 2 to 6 percent slopes",72,All areas are prime farmland,Tarhollow,2,e,69
"Hocking County, Ohio",Cp,"Clifty silt loam, occasionally flooded",71,All areas are prime farmland,Clifty,2,s,72
"Hocking County, Ohio",WaA,"Wea silt loam, 0 to 2 percent slopes",65,All areas are prime farmland,Wea,2,s,81
"Hocking County, Ohio",HcD2,"Hickory-Gilpin complex, 12 to 20 percent slopes, eroded",62,Not prime farmland,Hickory,4,e,57
"Hocking County, Ohio",HcD2,"Hickory-Gilpin complex, 12 to 20 percent slopes, eroded",62,Not prime farmland,Gilpin,4,e,57
"Hocking County, Ohio",Me,"Melvin silt loam, 0 to 3 percent slopes, frequently flooded",55,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Melvin,3,w,57
"Hocking County, Ohio",Nk,"Newark silt loam, occasionally flooded",52,Prime farmland if drained,Newark,2,w,74
"Hocking County, Ohio",Bht1D,"Bethesda silt loam, 8 to 25 percent slopes, reclaimed, highwall",28,Not prime farmland,Bethesda,6,e,26
"Hocking County, Ohio",Wya3C2,"Wyatt silty clay loam, 6 to 12 percent slopes, eroded",28,Not prime farmland,Wyatt,4,e,55
"Hocking County, Ohio",Bhk4B,"Bethesda channery silt loam, 0 to 8 percent slopes, unreclaimed, highwall",24,Not prime farmland,Bethesda,4,s,33
"Hocking County, Ohio",BkD,"Berks-Westmoreland silt loams, 15 to 25 percent slopes",22,Not prime farmland,Berks,4,e,48
"Hocking County, Ohio",BkD,"Berks-Westmoreland silt loams, 15 to 25 percent slopes",22,Not prime farmland,Westmoreland,4,e,48
"Hocking County, Ohio",GwD,"Guernsey-Westmoreland silt loams, 15 to 25 percent slopes",22,Not prime farmland,Guernsey,4,e,56
"Hocking County, Ohio",GwD,"Guernsey-Westmoreland silt loams, 15 to 25 percent slopes",22,Not prime farmland,Westmoreland,4,e,56
"Hocking County, Ohio",GkD,"Gilpin silt loam, 15 to 25 percent slopes",19,Not prime farmland,Gilpin,4,e,51
"Hocking County, Ohio",NbC2,"Negley loam, 6 to 12 percent slopes, eroded",19,Not prime farmland,Negley,3,e,59
"Hocking County, Ohio",Wya1B1,"Wyatt silt loam, 2 to 6 percent slopes",13,All areas are prime farmland,Wyatt,3,e,63
"Hocking County, Ohio",Wya3D2,"Wyatt silty clay loam, 12 to 18 percent slopes, eroded",13,Not prime farmland,Wyatt,6,e,45
"Hocking County, Ohio",WhC,"Westmoreland-Guernsey silt loams, 8 to 15 percent slopes",7,Not prime farmland,Westmoreland,3,e,61
"Hocking County, Ohio",WhC,"Westmoreland-Guernsey silt loams, 8 to 15 percent slopes",7,Not prime farmland,Guernsey,3,e,61
"Hocking County, Ohio",Bht1B,"Bethesda silt loam, 0 to 8 percent slopes, reclaimed, highwall",6,Not prime farmland,Bethesda,3,s,34
"Hocking County, Ohio",JeB,"Jeneva silt loam, 2 to 6 percent slopes",6,All areas are prime farmland,Jeneva,2,e,75
"Hocking County, Ohio",AaC,"Aaron silt loam, 6 to 15 percent slopes",5,Not prime farmland,Aaron,3,e,67
"Hocking County, Ohio",RcD,"Richland loam, 15 to 25 percent slopes",5,Not prime farmland,Richland,4,e,56
"Hocking County, Ohio",BcA,"Bennington silt loam, 0 to 2 percent slopes",4,Prime farmland if drained,Bennington,2,w,69
"Hocking County, Ohio",CbD2,"Cana silt loam, 12 to 20 percent slopes, eroded",4,Not prime farmland,Cana,4,e,61
"Hocking County, Ohio",WnB,"Westmore silt loam, 3 to 8 percent slopes",4,Farmland of local importance,Westmore,2,e,75
"Hocking County, Ohio",OcA,"Ockley silt loam, Southern Ohio Till Plain, 0 to 2 percent slopes",3,All areas are prime farmland,Ockley,1,NA,77
"Hocking County, Ohio",RpC2,"Rossmoyne silt loam, 6 to 12 percent slopes, eroded",3,Not prime farmland,Rossmoyne,3,e,66
"Hocking County, Ohio",AmC2,"Amanda silt loam, 6 to 12 percent slopes, eroded",2,Not prime farmland,Amanda,3,e,67
"Hocking County, Ohio",AmD2,"Amanda silt loam, 12 to 20 percent slopes, eroded",2,Not prime farmland,Amanda,4,e,61
"Hocking County, Ohio",DtD,"Dekalb-Westmoreland complex, 15 to 25 percent slopes",2,Not prime farmland,Dekalb,4,e,51
"Hocking County, Ohio",DtD,"Dekalb-Westmoreland complex, 15 to 25 percent slopes",2,Not prime farmland,Westmoreland,4,e,51
"Hocking County, Ohio",PkC2,"Pike silt loam, 6 to 12 percent slopes, eroded",2,Not prime farmland,Pike,3,e,65
"Hocking County, Ohio",AcC2,"Alexandria silt loam, 6 to 12 percent slopes, eroded",1,Not prime farmland,Alexandria,3,e,65
"Hocking County, Ohio",AoC3,"Amanda silty clay loam, 6 to 12 percent slopes, severely eroded",1,Not prime farmland,Amanda,4,e,63
"Hocking County, Ohio",BcB,"Bennington silt loam, 2 to 6 percent slopes",1,Prime farmland if drained,Bennington,2,e,66
"Hocking County, Ohio",BrD,"Berks channery silt loam, 12 to 20 percent slopes",1,Not prime farmland,Berks,4,e,45
"Hocking County, Ohio",CrB,"Crosby silt loam, 2 to 6 percent slopes",1,Prime farmland if drained,Crosby,2,e,76
"Hocking County, Ohio",GnC2,"Glenford silt loam, 6 to 15 percent slopes, eroded",1,Not prime farmland,Glenford,3,e,69
"Hocking County, Ohio",HmC2,"Hickory silt loam, 6 to 12 percent slopes, eroded",1,Not prime farmland,Hickory,3,e,64
"Holmes County, Ohio",CtC2,"Coshocton silt loam, 6 to 15 percent slopes, eroded",26922,Farmland of local importance,Coshocton,3,e,65
"Holmes County, Ohio",CtD2,"Coshocton silt loam, 15 to 25 percent slopes, eroded",24440,Farmland of local importance,Coshocton,4,e,51
"Holmes County, Ohio",WsC2,"Wooster silt loam, 6 to 12 percent slopes, eroded",19640,Farmland of local importance,Wooster,3,e,73
"Holmes County, Ohio",CdB,"Canfield silt loam, 2 to 6 percent slopes",13650,All areas are prime farmland,Canfield,2,e,73
"Holmes County, Ohio",Or,"Orrville silt loam, 0 to 3 percent slopes, occasionally flooded",13585,Prime farmland if drained,Orrville,2,w,72
"Holmes County, Ohio",WsD2,"Wooster silt loam, 12 to 18 percent slopes, eroded",12305,Farmland of local importance,Wooster,4,e,66
"Holmes County, Ohio",WsB,"Wooster silt loam, 2 to 6 percent slopes",8690,All areas are prime farmland,Wooster,2,e,79
"Holmes County, Ohio",CtB,"Coshocton silt loam, 2 to 6 percent slopes",7120,All areas are prime farmland,Coshocton,2,e,72
"Holmes County, Ohio",CnC2,"Chili loam, 6 to 12 percent slopes, eroded",5645,Farmland of local importance,Chili,3,e,59
"Holmes County, Ohio",CdC2,"Canfield silt loam, 6 to 12 percent slopes, eroded",4950,Farmland of local importance,Canfield,3,e,63
"Holmes County, Ohio",AmE,"Amanda loam, 18 to 25 percent slopes",4555,Not prime farmland,Amanda,6,e,55
"Holmes County, Ohio",Lo,"Lobdell silt loam, 0 to 3 percent slopes, occasionally flooded",4490,All areas are prime farmland,Lobdell,2,w,77
"Holmes County, Ohio",CnB,"Chili loam, 2 to 6 percent slopes",4050,All areas are prime farmland,Chili,2,e,67
"Holmes County, Ohio",BvD,"Brownsville channery silt loam, 15 to 25 percent slopes",3945,Not prime farmland,Brownsville,4,e,47
"Holmes County, Ohio",RgD,"Rigley sandy loam, 15 to 25 percent slopes",3680,Farmland of local importance,Rigley,4,e,46
"Holmes County, Ohio",Tg,"Tioga loam, occasionally flooded",3520,All areas are prime farmland,Tioga,1,NA,72
"Holmes County, Ohio",WeD,"Westmoreland silt loam, 15 to 25 percent slopes",3507,Farmland of local importance,Westmoreland,4,e,58
"Holmes County, Ohio",RgC,"Rigley sandy loam, 8 to 15 percent slopes",3505,Farmland of local importance,Rigley,3,e,63
"Holmes County, Ohio",CnD2,"Chili loam, 12 to 18 percent slopes, eroded",3435,Farmland of local importance,Chili,4,e,54
"Holmes County, Ohio",Md,"Melvin silt loam, 0 to 3 percent slopes, frequently flooded",2970,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Melvin,3,w,57
"Holmes County, Ohio",FhB,"Fitchville silt loam, 2 to 6 percent slopes",2790,Prime farmland if drained,Fitchville,2,e,68
"Holmes County, Ohio",WtC2,"Wooster-Chili complex, 6 to 12 percent slopes, eroded",2665,Farmland of local importance,Chili,3,e,71
"Holmes County, Ohio",WtC2,"Wooster-Chili complex, 6 to 12 percent slopes, eroded",2665,Farmland of local importance,Wooster,3,e,71
"Holmes County, Ohio",EuA,"Euclid silt loam, occasionally flooded",2650,Prime farmland if drained,Euclid,2,w,76
"Holmes County, Ohio",WsC,"Wooster silt loam, 6 to 12 percent slopes",2400,Farmland of local importance,Wooster,3,e,76
"Holmes County, Ohio",FhA,"Fitchville silt loam, 0 to 2 percent slopes",2395,Prime farmland if drained,Fitchville,2,w,70
"Holmes County, Ohio",FcC,"Farmerstown silt loam, 8 to 20 percent slopes",2390,Farmland of local importance,Farmerstown,4,e,40
"Holmes County, Ohio",GnB,"Glenford silt loam, 2 to 6 percent slopes",2260,All areas are prime farmland,Glenford,2,e,78
"Holmes County, Ohio",WtD2,"Wooster-Chili complex, 12 to 18 percent slopes, eroded",2185,Farmland of local importance,Chili,4,e,66
"Holmes County, Ohio",WtD2,"Wooster-Chili complex, 12 to 18 percent slopes, eroded",2185,Farmland of local importance,Wooster,4,e,66
"Holmes County, Ohio",WgD2,"Westmoreland-Coshocton complex, 15 to 25 percent slopes, eroded",2045,Not prime farmland,Westmoreland,4,e,60
"Holmes County, Ohio",WgD2,"Westmoreland-Coshocton complex, 15 to 25 percent slopes, eroded",2045,Not prime farmland,Coshocton,4,e,60
"Holmes County, Ohio",GhC,"Gilpin silt loam, 8 to 15 percent slopes",2005,Farmland of local importance,Gilpin,3,e,59
"Holmes County, Ohio",WgC2,"Westmoreland-Coshocton complex, 8 to 15 percent slopes, eroded",1800,Farmland of local importance,Westmoreland,3,e,65
"Holmes County, Ohio",WgC2,"Westmoreland-Coshocton complex, 8 to 15 percent slopes, eroded",1800,Farmland of local importance,Coshocton,3,e,65
"Holmes County, Ohio",CgB,"Centerburg silt loam, 2 to 6 percent slopes",1690,All areas are prime farmland,Centerburg,2,e,75
"Holmes County, Ohio",KeB,"Keene silt loam, 3 to 8 percent slopes",1415,Farmland of local importance,Keene,2,e,66
"Holmes County, Ohio",CoE,"Chili-Amanda complex, 18 to 25 percent slopes",1310,Not prime farmland,Chili,6,e,53
"Holmes County, Ohio",CoE,"Chili-Amanda complex, 18 to 25 percent slopes",1310,Not prime farmland,Amanda,6,e,53
"Holmes County, Ohio",CdC,"Canfield silt loam, 6 to 12 percent slopes",1260,Farmland of local importance,Canfield,3,e,67
"Holmes County, Ohio",AwC2,"Amanda-Wooster complex, 6 to 12 percent slopes, eroded",1240,Farmland of local importance,Amanda,3,e,63
"Holmes County, Ohio",AwC2,"Amanda-Wooster complex, 6 to 12 percent slopes, eroded",1240,Farmland of local importance,Wooster,3,e,63
"Holmes County, Ohio",FcB,"Farmerstown silt loam, 0 to 8 percent slopes",1220,Farmland of local importance,Farmerstown,3,e,50
"Holmes County, Ohio",Se,"Sebring silt loam, 0 to 2 percent slopes",1170,Prime farmland if drained,Sebring,3,w,58
"Holmes County, Ohio",CnE,"Chili loam, 18 to 25 percent slopes",1080,Not prime farmland,Chili,6,e,42
"Holmes County, Ohio",GhB,"Gilpin silt loam, 3 to 8 percent slopes",1025,All areas are prime farmland,Gilpin,2,e,63
"Holmes County, Ohio",Ly,"Luray silty clay loam, 0 to 2 percent slopes",1025,Prime farmland if drained,Luray,2,w,78
"Holmes County, Ohio",WeC2,"Westmoreland silt loam, 8 to 15 percent slopes",1005,Farmland of local importance,Westmoreland,3,e,66
"Holmes County, Ohio",CpB,"Cidermill silt loam, 2 to 6 percent slopes",925,All areas are prime farmland,Cidermill,2,e,73
"Holmes County, Ohio",RgB,"Rigley sandy loam, 3 to 8 percent slopes",900,All areas are prime farmland,Rigley,2,e,67
"Holmes County, Ohio",ReB,"Ravenna silt loam, 2 to 6 percent slopes",870,Prime farmland if drained,Ravenna,2,e,60
"Holmes County, Ohio",GnC2,"Glenford silt loam, 6 to 12 percent slopes, eroded",715,Farmland of local importance,Glenford,3,e,71
"Holmes County, Ohio",CnA,"Chili loam, 0 to 2 percent slopes",630,All areas are prime farmland,Chili,2,s,69
"Holmes County, Ohio",Ce,Carlisle muck,620,Not prime farmland,Carlisle,3,w,68
"Holmes County, Ohio",BtB,"Bogart silt loam, 2 to 6 percent slopes",575,All areas are prime farmland,Bogart,2,e,71
"Holmes County, Ohio",WtB,"Wooster-Chili complex, 2 to 6 percent slopes",575,All areas are prime farmland,Chili,2,e,73
"Holmes County, Ohio",WtB,"Wooster-Chili complex, 2 to 6 percent slopes",575,All areas are prime farmland,Wooster,2,e,73
"Holmes County, Ohio",AwB,"Amanda-Wooster complex, 2 to 6 percent slopes",570,All areas are prime farmland,Amanda,2,e,70
"Holmes County, Ohio",AwB,"Amanda-Wooster complex, 2 to 6 percent slopes",570,All areas are prime farmland,Wooster,2,e,70
"Holmes County, Ohio",Bhv1B,"Bethesda silt loam, 0 to 8 percent slopes, reclaimed",570,Not prime farmland,Bethesda,3,s,34
"Holmes County, Ohio",LvD,"Loudonville silt loam, 12 to 18 percent slopes",570,Farmland of local importance,Loudonville,4,e,55
"Holmes County, Ohio",AwD2,"Amanda-Wooster complex, 12 to 18 percent slopes, eroded",530,Not prime farmland,Amanda,4,e,56
"Holmes County, Ohio",AwD2,"Amanda-Wooster complex, 12 to 18 percent slopes, eroded",530,Not prime farmland,Wooster,4,e,56
"Holmes County, Ohio",McD,"Mechanicsburg silt loam, 12 to 18 percent slopes",500,Farmland of local importance,Mechanicsburg,4,e,60
"Holmes County, Ohio",CtD,"Coshocton silt loam, 15 to 25 percent slopes",493,Not prime farmland,Coshocton,4,e,54
"Holmes County, Ohio",CpA,"Cidermill silt loam, 0 to 2 percent slopes",485,All areas are prime farmland,Cidermill,1,NA,76
"Holmes County, Ohio",LvC,"Loudonville silt loam, 6 to 12 percent slopes",485,Farmland of local importance,Loudonville,3,e,65
"Holmes County, Ohio",Bhv1D,"Bethesda silt loam, 8 to 25 percent slopes, reclaimed",473,Not prime farmland,Bethesda,6,e,26
"Holmes County, Ohio",CgC2,"Centerburg silt loam, 6 to 12 percent slopes, eroded",380,Farmland of local importance,Centerburg,3,e,68
"Holmes County, Ohio",GnA,"Glenford silt loam, 0 to 2 percent slopes",295,All areas are prime farmland,Glenford,1,NA,81
"Holmes County, Ohio",McC,"Mechanicsburg silt loam, 6 to 12 percent slopes",295,Farmland of local importance,Mechanicsburg,3,e,68
"Holmes County, Ohio",Bhs4D,"Bethesda channery silt loam, 8 to 25  percent slopes, unreclaimed",284,Not prime farmland,Bethesda,7,e,25
"Holmes County, Ohio",BtA,"Bogart silt loam, 0 to 2 percent slopes",260,All areas are prime farmland,Bogart,1,NA,74
"Holmes County, Ohio",ReA,"Ravenna silt loam, 0 to 2 percent slopes",255,Prime farmland if drained,Ravenna,2,w,62
"Holmes County, Ohio",FaC,"Fairpoint silt loam, 8 to 20 percent slopes",250,Farmland of local importance,Fairpoint,4,e,34
"Holmes County, Ohio",FaB,"Fairpoint silt loam, 0 to 8 percent slopes",225,Farmland of local importance,Fairpoint,3,s,42
"Holmes County, Ohio",Bhk4D,"Bethesda channery silt loam, 8 to 25 percent slopes, unreclaimed, highwall",222,Not prime farmland,Bethesda,7,e,25
"Holmes County, Ohio",CwD,"Coshocton-Guernsey silt loams, 15 to 25 percent slopes",187,Not prime farmland,Coshocton,4,e,52
"Holmes County, Ohio",CwD,"Coshocton-Guernsey silt loams, 15 to 25 percent slopes",187,Not prime farmland,Guernsey,4,e,52
"Holmes County, Ohio",RfC,"Rigley sandy loam, 6 to 15 percent slopes",178,Not prime farmland,Rigley,3,e,65
"Holmes County, Ohio",Bhs4B,"Bethesda channery silt loam, 0 to 8 percent slopes, unreclaimed",113,Not prime farmland,Bethesda,4,s,33
"Holmes County, Ohio",LvB,"Loudonville silt loam, 2 to 6 percent slopes",100,All areas are prime farmland,Loudonville,2,e,71
"Holmes County, Ohio",LvE,"Loudonville silt loam, 18 to 25 percent slopes",95,Not prime farmland,Loudonville,6,e,47
"Holmes County, Ohio",ScD,"Schaffenaker loamy sand, 12 to 25 percent slopes",85,Not prime farmland,Schaffenaker,6,s,13
"Holmes County, Ohio",Kk,"Killbuck silt loam, frequently flooded",80,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Killbuck,3,w,63
"Holmes County, Ohio",WkD,"Westmoreland-Guernsey silt loams, 15 to 25 percent slopes",74,Not prime farmland,Westmoreland,4,e,59
"Holmes County, Ohio",WkD,"Westmoreland-Guernsey silt loams, 15 to 25 percent slopes",74,Not prime farmland,Guernsey,4,e,59
