soil_series,texture,slope,erosion,drainage,prod_index,cropland,woodland,year,indx,id
LANDES,FSL,0-2,S,W,68,2060,1560,2014,indx_69,LANDESFSL0-2SW
LANDES,FSL,0-2,S,W,68,1710,710,2015,indx_69,LANDESFSL0-2SW
LANDES,FSL,0-2,S,W,68,1530,530,2016,indx_69,LANDESFSL0-2SW
LANDES,FSL,0-2,S,W,68,1335,380,2017,indx_69,LANDESFSL0-2SW
LANDES,GR-SL,0-2,S,W,59,200,100,2009,indx_59,LANDESGR-SL0-2SW
LANDES,GR-SL,0-2,S,W,59,200,120,2010,indx_59,LANDESGR-SL0-2SW
LANDES,GR-SL,0-2,S,W,59,300,200,2011,indx_59,LANDESGR-SL0-2SW
LANDES,GR-SL,0-2,S,W,59,350,230,2012,indx_59,LANDESGR-SL0-2SW
LANDES,GR-SL,0-2,S,W,59,680,230,2013,indx_59,LANDESGR-SL0-2SW
LANDES,GR-SL,0-2,S,W,59,1100,600,2014,indx_59,LANDESGR-SL0-2SW
LANDES,GR-SL,0-2,S,W,59,650,230,2015,indx_59,LANDESGR-SL0-2SW
LANDES,GR-SL,0-2,S,W,59,540,230,2016,indx_59,LANDESGR-SL0-2SW
LANDES,GR-SL,0-2,S,W,59,445,230,2017,indx_59,LANDESGR-SL0-2SW
LANDES,SL,0-2,S,W,68,430,100,2009,indx_69,LANDESSL0-2SW
LANDES,SL,0-2,S,W,68,570,120,2010,indx_69,LANDESSL0-2SW
LANDES,SL,0-2,S,W,68,790,290,2011,indx_69,LANDESSL0-2SW
LANDES,SL,0-2,S,W,68,740,240,2012,indx_69,LANDESSL0-2SW
LANDES,SL,0-2,S,W,68,1450,950,2013,indx_69,LANDESSL0-2SW
LANDES,SL,0-2,S,W,68,2060,1560,2014,indx_69,LANDESSL0-2SW
LANDES,SL,0-2,S,W,68,1710,710,2015,indx_69,LANDESSL0-2SW
LANDES,SL,0-2,S,W,68,1530,530,2016,indx_69,LANDESSL0-2SW
LANDES,SL,0-2,S,W,68,1335,380,2017,indx_69,LANDESSL0-2SW
"LANDES,FF-PH",LFS,0-6,S,W,61,200,100,2009,indx_69,"LANDES,FF-PHLFS0-6SW"
"LANDES,FF-PH",LFS,0-6,S,W,61,270,120,2010,indx_69,"LANDES,FF-PHLFS0-6SW"
"LANDES,FF-PH",LFS,0-6,S,W,61,470,200,2011,indx_69,"LANDES,FF-PHLFS0-6SW"
"LANDES,FF-PH",LFS,0-6,S,W,61,430,230,2012,indx_69,"LANDES,FF-PHLFS0-6SW"
"LANDES,FF-PH",LFS,0-6,S,W,61,1e3,500,2013,indx_69,"LANDES,FF-PHLFS0-6SW"
"LANDES,FF-PH",LFS,0-6,S,W,61,1530,1030,2014,indx_69,"LANDES,FF-PHLFS0-6SW"
"LANDES,FF-PH",LFS,0-6,S,W,61,1050,230,2015,indx_69,"LANDES,FF-PHLFS0-6SW"
"LANDES,FF-PH",LFS,0-6,S,W,61,890,230,2016,indx_69,"LANDES,FF-PHLFS0-6SW"
"LANDES,FF-PH",LFS,0-6,S,W,61,755,230,2017,indx_69,"LANDES,FF-PHLFS0-6SW"
"LANDES,OF-PH",FSL,0-2,S,W,68,430,100,2009,indx_69,"LANDES,OF-PHFSL0-2SW"
"LANDES,OF-PH",FSL,0-2,S,W,68,570,120,2010,indx_69,"LANDES,OF-PHFSL0-2SW"
"LANDES,OF-PH",FSL,0-2,S,W,68,790,290,2011,indx_69,"LANDES,OF-PHFSL0-2SW"
"LANDES,OF-PH",FSL,0-2,S,W,68,740,240,2012,indx_69,"LANDES,OF-PHFSL0-2SW"
"LANDES,OF-PH",FSL,0-2,S,W,68,1450,950,2013,indx_69,"LANDES,OF-PHFSL0-2SW"
"LANDES,OF-PH",FSL,0-2,S,W,68,2060,1560,2014,indx_69,"LANDES,OF-PHFSL0-2SW"
"LANDES,OF-PH",FSL,0-2,S,W,68,1710,710,2015,indx_69,"LANDES,OF-PHFSL0-2SW"
"LANDES,OF-PH",FSL,0-2,S,W,68,1530,530,2016,indx_69,"LANDES,OF-PHFSL0-2SW"
"LANDES,OF-PH",FSL,0-2,S,W,68,1335,380,2017,indx_69,"LANDES,OF-PHFSL0-2SW"
"LANDES,OF-PH",L,0-2,S,W,70,490,100,2009,indx_79,"LANDES,OF-PHL0-2SW"
"LANDES,OF-PH",L,0-2,S,W,70,650,150,2010,indx_79,"LANDES,OF-PHL0-2SW"
"LANDES,OF-PH",L,0-2,S,W,70,880,380,2011,indx_79,"LANDES,OF-PHL0-2SW"
"LANDES,OF-PH",L,0-2,S,W,70,890,390,2012,indx_79,"LANDES,OF-PHL0-2SW"
"LANDES,OF-PH",L,0-2,S,W,70,1580,1080,2013,indx_79,"LANDES,OF-PHL0-2SW"
"LANDES,OF-PH",L,0-2,S,W,70,2230,1730,2014,indx_79,"LANDES,OF-PHL0-2SW"
"LANDES,OF-PH",L,0-2,S,W,70,1870,870,2015,indx_79,"LANDES,OF-PHL0-2SW"
"LANDES,OF-PH",L,0-2,S,W,70,1780,780,2016,indx_79,"LANDES,OF-PHL0-2SW"
"LANDES,OF-PH",L,0-2,S,W,70,1525,525,2017,indx_79,"LANDES,OF-PHL0-2SW"
"LANDES,RF-PH",SL,0-2,S,W,68,430,100,2009,indx_69,"LANDES,RF-PHSL0-2SW"
"LANDES,RF-PH",SL,0-2,S,W,68,570,120,2010,indx_69,"LANDES,RF-PHSL0-2SW"
"LANDES,RF-PH",SL,0-2,S,W,68,790,290,2011,indx_69,"LANDES,RF-PHSL0-2SW"
"LANDES,RF-PH",SL,0-2,S,W,68,740,240,2012,indx_69,"LANDES,RF-PHSL0-2SW"
"LANDES,RF-PH",SL,0-2,S,W,68,1450,950,2013,indx_69,"LANDES,RF-PHSL0-2SW"
"LANDES,RF-PH",SL,0-2,S,W,68,2060,1560,2014,indx_69,"LANDES,RF-PHSL0-2SW"
"LANDES,RF-PH",SL,0-2,S,W,68,1710,710,2015,indx_69,"LANDES,RF-PHSL0-2SW"
"LANDES,RF-PH",SL,0-2,S,W,68,1530,530,2016,indx_69,"LANDES,RF-PHSL0-2SW"
"LANDES,RF-PH",SL,0-2,S,W,68,1335,380,2017,indx_69,"LANDES,RF-PHSL0-2SW"
"LANDES,V,GRAV-SUBSL",SL,0-2,S,W,56,200,100,2009,indx_59,"LANDES,V,GRAV-SUBSLSL0-2SW"
"LANDES,V,GRAV-SUBSL",SL,0-2,S,W,56,200,120,2010,indx_59,"LANDES,V,GRAV-SUBSLSL0-2SW"
"LANDES,V,GRAV-SUBSL",SL,0-2,S,W,56,300,200,2011,indx_59,"LANDES,V,GRAV-SUBSLSL0-2SW"
"LANDES,V,GRAV-SUBSL",SL,0-2,S,W,56,350,230,2012,indx_59,"LANDES,V,GRAV-SUBSLSL0-2SW"
"LANDES,V,GRAV-SUBSL",SL,0-2,S,W,56,680,230,2013,indx_59,"LANDES,V,GRAV-SUBSLSL0-2SW"
"LANDES,V,GRAV-SUBSL",SL,0-2,S,W,56,1100,600,2014,indx_59,"LANDES,V,GRAV-SUBSLSL0-2SW"
"LANDES,V,GRAV-SUBSL",SL,0-2,S,W,56,650,230,2015,indx_59,"LANDES,V,GRAV-SUBSLSL0-2SW"
"LANDES,V,GRAV-SUBSL",SL,0-2,S,W,56,540,230,2016,indx_59,"LANDES,V,GRAV-SUBSLSL0-2SW"
"LANDES,V,GRAV-SUBSL",SL,0-2,S,W,56,445,230,2017,indx_59,"LANDES,V,GRAV-SUBSLSL0-2SW"
LANIER,FSL,0-2,S,W,62,340,100,2009,indx_69,LANIERFSL0-2SW
LANIER,FSL,0-2,S,W,62,490,120,2010,indx_69,LANIERFSL0-2SW
LANIER,FSL,0-2,S,W,62,700,200,2011,indx_69,LANIERFSL0-2SW
LANIER,FSL,0-2,S,W,62,640,230,2012,indx_69,LANIERFSL0-2SW
LANIER,FSL,0-2,S,W,62,1290,790,2013,indx_69,LANIERFSL0-2SW
LANIER,FSL,0-2,S,W,62,1870,1370,2014,indx_69,LANIERFSL0-2SW
LANIER,FSL,0-2,S,W,62,1510,510,2015,indx_69,LANIERFSL0-2SW
LANIER,FSL,0-2,S,W,62,1350,350,2016,indx_69,LANIERFSL0-2SW
LANIER,FSL,0-2,S,W,62,1175,290,2017,indx_69,LANIERFSL0-2SW
LANIER,SL,0-2,S,W,62,340,100,2009,indx_69,LANIERSL0-2SW
LANIER,SL,0-2,S,W,62,490,120,2010,indx_69,LANIERSL0-2SW
LANIER,SL,0-2,S,W,62,700,200,2011,indx_69,LANIERSL0-2SW
LANIER,SL,0-2,S,W,62,640,230,2012,indx_69,LANIERSL0-2SW
LANIER,SL,0-2,S,W,62,1290,790,2013,indx_69,LANIERSL0-2SW
LANIER,SL,0-2,S,W,62,1870,1370,2014,indx_69,LANIERSL0-2SW
LANIER,SL,0-2,S,W,62,1510,510,2015,indx_69,LANIERSL0-2SW
LANIER,SL,0-2,S,W,62,1350,350,2016,indx_69,LANIERSL0-2SW
LANIER,SL,0-2,S,W,62,1175,290,2017,indx_69,LANIERSL0-2SW
"LANIER,OF-PH",SL,0-2,S,W,62,340,100,2009,indx_69,"LANIER,OF-PHSL0-2SW"
"LANIER,OF-PH",SL,0-2,S,W,62,490,120,2010,indx_69,"LANIER,OF-PHSL0-2SW"
"LANIER,OF-PH",SL,0-2,S,W,62,700,200,2011,indx_69,"LANIER,OF-PHSL0-2SW"
"LANIER,OF-PH",SL,0-2,S,W,62,640,230,2012,indx_69,"LANIER,OF-PHSL0-2SW"
"LANIER,OF-PH",SL,0-2,S,W,62,1290,790,2013,indx_69,"LANIER,OF-PHSL0-2SW"
"LANIER,OF-PH",SL,0-2,S,W,62,1870,1370,2014,indx_69,"LANIER,OF-PHSL0-2SW"
"LANIER,OF-PH",SL,0-2,S,W,62,1510,510,2015,indx_69,"LANIER,OF-PHSL0-2SW"
"LANIER,OF-PH",SL,0-2,S,W,62,1350,350,2016,indx_69,"LANIER,OF-PHSL0-2SW"
"LANIER,OF-PH",SL,0-2,S,W,62,1175,290,2017,indx_69,"LANIER,OF-PHSL0-2SW"
LATHAM,SIL,12-18,M,MW,47,170,100,2009,indx_49,LATHAMSIL12-18MMW
LATHAM,SIL,12-18,M,MW,47,200,120,2010,indx_49,LATHAMSIL12-18MMW
LATHAM,SIL,12-18,M,MW,47,300,200,2011,indx_49,LATHAMSIL12-18MMW
LATHAM,SIL,12-18,M,MW,47,350,230,2012,indx_49,LATHAMSIL12-18MMW
LATHAM,SIL,12-18,M,MW,47,350,230,2013,indx_49,LATHAMSIL12-18MMW
LATHAM,SIL,12-18,M,MW,47,350,230,2014,indx_49,LATHAMSIL12-18MMW
LATHAM,SIL,12-18,M,MW,47,350,230,2015,indx_49,LATHAMSIL12-18MMW
LATHAM,SIL,12-18,M,MW,47,350,230,2016,indx_49,LATHAMSIL12-18MMW
LATHAM,SIL,12-18,M,MW,47,350,230,2017,indx_49,LATHAMSIL12-18MMW
LATHAM,SIL,12-18,S,MW,51,170,100,2009,indx_59,LATHAMSIL12-18SMW
LATHAM,SIL,12-18,S,MW,51,200,120,2010,indx_59,LATHAMSIL12-18SMW
LATHAM,SIL,12-18,S,MW,51,300,200,2011,indx_59,LATHAMSIL12-18SMW
LATHAM,SIL,12-18,S,MW,51,350,230,2012,indx_59,LATHAMSIL12-18SMW
LATHAM,SIL,12-18,S,MW,51,350,230,2013,indx_59,LATHAMSIL12-18SMW
LATHAM,SIL,12-18,S,MW,51,350,230,2014,indx_59,LATHAMSIL12-18SMW
LATHAM,SIL,12-18,S,MW,51,350,230,2015,indx_59,LATHAMSIL12-18SMW
LATHAM,SIL,12-18,S,MW,51,350,230,2016,indx_59,LATHAMSIL12-18SMW
LATHAM,SIL,12-18,S,MW,51,350,230,2017,indx_59,LATHAMSIL12-18SMW
LATHAM,SIL,12-20,M,MW,46,170,100,2009,indx_49,LATHAMSIL12-20MMW
LATHAM,SIL,12-20,M,MW,46,200,120,2010,indx_49,LATHAMSIL12-20MMW
LATHAM,SIL,12-20,M,MW,46,300,200,2011,indx_49,LATHAMSIL12-20MMW
LATHAM,SIL,12-20,M,MW,46,350,230,2012,indx_49,LATHAMSIL12-20MMW
LATHAM,SIL,12-20,M,MW,46,350,230,2013,indx_49,LATHAMSIL12-20MMW
LATHAM,SIL,12-20,M,MW,46,350,230,2014,indx_49,LATHAMSIL12-20MMW
LATHAM,SIL,12-20,M,MW,46,350,230,2015,indx_49,LATHAMSIL12-20MMW
LATHAM,SIL,12-20,M,MW,46,350,230,2016,indx_49,LATHAMSIL12-20MMW
LATHAM,SIL,12-20,M,MW,46,350,230,2017,indx_49,LATHAMSIL12-20MMW
LATHAM,SIL,15-25,M,MW,42,170,100,2009,indx_49,LATHAMSIL15-25MMW
LATHAM,SIL,15-25,M,MW,42,200,120,2010,indx_49,LATHAMSIL15-25MMW
LATHAM,SIL,15-25,M,MW,42,300,200,2011,indx_49,LATHAMSIL15-25MMW
LATHAM,SIL,15-25,M,MW,42,350,230,2012,indx_49,LATHAMSIL15-25MMW
LATHAM,SIL,15-25,M,MW,42,350,230,2013,indx_49,LATHAMSIL15-25MMW
LATHAM,SIL,15-25,M,MW,42,350,230,2014,indx_49,LATHAMSIL15-25MMW
LATHAM,SIL,15-25,M,MW,42,350,230,2015,indx_49,LATHAMSIL15-25MMW
LATHAM,SIL,15-25,M,MW,42,350,230,2016,indx_49,LATHAMSIL15-25MMW
LATHAM,SIL,15-25,M,MW,42,350,230,2017,indx_49,LATHAMSIL15-25MMW
LATHAM,SIL,15-25,S,MW,42,170,100,2009,indx_49,LATHAMSIL15-25SMW
LATHAM,SIL,15-25,S,MW,42,200,120,2010,indx_49,LATHAMSIL15-25SMW
LATHAM,SIL,15-25,S,MW,42,300,200,2011,indx_49,LATHAMSIL15-25SMW
LATHAM,SIL,15-25,S,MW,42,350,230,2012,indx_49,LATHAMSIL15-25SMW
LATHAM,SIL,15-25,S,MW,42,350,230,2013,indx_49,LATHAMSIL15-25SMW
LATHAM,SIL,15-25,S,MW,42,350,230,2014,indx_49,LATHAMSIL15-25SMW
LATHAM,SIL,15-25,S,MW,42,350,230,2015,indx_49,LATHAMSIL15-25SMW
LATHAM,SIL,15-25,S,MW,42,350,230,2016,indx_49,LATHAMSIL15-25SMW
LATHAM,SIL,15-25,S,MW,42,350,230,2017,indx_49,LATHAMSIL15-25SMW
LATHAM,SIL,2-6,S,MW,64,420,100,2009,indx_69,LATHAMSIL2-6SMW
LATHAM,SIL,2-6,S,MW,64,420,120,2010,indx_69,LATHAMSIL2-6SMW
LATHAM,SIL,2-6,S,MW,64,660,200,2011,indx_69,LATHAMSIL2-6SMW
LATHAM,SIL,2-6,S,MW,64,590,230,2012,indx_69,LATHAMSIL2-6SMW
LATHAM,SIL,2-6,S,MW,64,1210,710,2013,indx_69,LATHAMSIL2-6SMW
LATHAM,SIL,2-6,S,MW,64,1770,1270,2014,indx_69,LATHAMSIL2-6SMW
LATHAM,SIL,2-6,S,MW,64,1400,400,2015,indx_69,LATHAMSIL2-6SMW
LATHAM,SIL,2-6,S,MW,64,1230,230,2016,indx_69,LATHAMSIL2-6SMW
LATHAM,SIL,2-6,S,MW,64,1065,230,2017,indx_69,LATHAMSIL2-6SMW
LATHAM,SIL,6-12,M,MW,54,180,100,2009,indx_59,LATHAMSIL6-12MMW
LATHAM,SIL,6-12,M,MW,54,200,120,2010,indx_59,LATHAMSIL6-12MMW
LATHAM,SIL,6-12,M,MW,54,300,200,2011,indx_59,LATHAMSIL6-12MMW
LATHAM,SIL,6-12,M,MW,54,350,230,2012,indx_59,LATHAMSIL6-12MMW
LATHAM,SIL,6-12,M,MW,54,350,230,2013,indx_59,LATHAMSIL6-12MMW
LATHAM,SIL,6-12,M,MW,54,350,230,2014,indx_59,LATHAMSIL6-12MMW
LATHAM,SIL,6-12,M,MW,54,350,230,2015,indx_59,LATHAMSIL6-12MMW
LATHAM,SIL,6-12,M,MW,54,350,230,2016,indx_59,LATHAMSIL6-12MMW
LATHAM,SIL,6-12,M,MW,54,350,230,2017,indx_59,LATHAMSIL6-12MMW
LATHAM,SIL,6-12,S,MW,59,260,100,2009,indx_59,LATHAMSIL6-12SMW
LATHAM,SIL,6-12,S,MW,59,290,120,2010,indx_59,LATHAMSIL6-12SMW
LATHAM,SIL,6-12,S,MW,59,470,200,2011,indx_59,LATHAMSIL6-12SMW
LATHAM,SIL,6-12,S,MW,59,430,230,2012,indx_59,LATHAMSIL6-12SMW
LATHAM,SIL,6-12,S,MW,59,930,430,2013,indx_59,LATHAMSIL6-12SMW
LATHAM,SIL,6-12,S,MW,59,1430,930,2014,indx_59,LATHAMSIL6-12SMW
LATHAM,SIL,6-12,S,MW,59,1050,230,2015,indx_59,LATHAMSIL6-12SMW
LATHAM,SIL,6-12,S,MW,59,870,230,2016,indx_59,LATHAMSIL6-12SMW
LATHAM,SIL,6-12,S,MW,59,745,230,2017,indx_59,LATHAMSIL6-12SMW
LATHAM,SIL,8-15,S,MW,57,240,100,2009,indx_59,LATHAMSIL8-15SMW
LATHAM,SIL,8-15,S,MW,57,200,120,2010,indx_59,LATHAMSIL8-15SMW
LATHAM,SIL,8-15,S,MW,57,330,200,2011,indx_59,LATHAMSIL8-15SMW
LATHAM,SIL,8-15,S,MW,57,350,230,2012,indx_59,LATHAMSIL8-15SMW
LATHAM,SIL,8-15,S,MW,57,740,240,2013,indx_59,LATHAMSIL8-15SMW
LATHAM,SIL,8-15,S,MW,57,1180,680,2014,indx_59,LATHAMSIL8-15SMW
LATHAM,SIL,8-15,S,MW,57,730,230,2015,indx_59,LATHAMSIL8-15SMW
LATHAM,SIL,8-15,S,MW,57,610,230,2016,indx_59,LATHAMSIL8-15SMW
LATHAM,SIL,8-15,S,MW,57,480,230,2017,indx_59,LATHAMSIL8-15SMW
"LATHAM-GILPIN,AS",,8-20,S,MW,50,170,100,2009,indx_59,"LATHAM-GILPIN,AS8-20SMW"
"LATHAM-GILPIN,AS",,8-20,S,MW,50,200,120,2010,indx_59,"LATHAM-GILPIN,AS8-20SMW"
"LATHAM-GILPIN,AS",,8-20,S,MW,50,300,200,2011,indx_59,"LATHAM-GILPIN,AS8-20SMW"
"LATHAM-GILPIN,AS",,8-20,S,MW,50,350,230,2012,indx_59,"LATHAM-GILPIN,AS8-20SMW"
"LATHAM-GILPIN,AS",,8-20,S,MW,50,350,230,2013,indx_59,"LATHAM-GILPIN,AS8-20SMW"
"LATHAM-GILPIN,AS",,8-20,S,MW,50,350,230,2014,indx_59,"LATHAM-GILPIN,AS8-20SMW"
"LATHAM-GILPIN,AS",,8-20,S,MW,50,350,230,2015,indx_59,"LATHAM-GILPIN,AS8-20SMW"
"LATHAM-GILPIN,AS",,8-20,S,MW,50,350,230,2016,indx_59,"LATHAM-GILPIN,AS8-20SMW"
"LATHAM-GILPIN,AS",,8-20,S,MW,50,350,230,2017,indx_59,"LATHAM-GILPIN,AS8-20SMW"
"LATHAM-STEINSBURG,AS",,10-25,S,MW,42,170,100,2009,indx_49,"LATHAM-STEINSBURG,AS10-25SMW"
"LATHAM-STEINSBURG,AS",,10-25,S,MW,42,200,120,2010,indx_49,"LATHAM-STEINSBURG,AS10-25SMW"
"LATHAM-STEINSBURG,AS",,10-25,S,MW,42,300,200,2011,indx_49,"LATHAM-STEINSBURG,AS10-25SMW"
"LATHAM-STEINSBURG,AS",,10-25,S,MW,42,350,230,2012,indx_49,"LATHAM-STEINSBURG,AS10-25SMW"
"LATHAM-STEINSBURG,AS",,10-25,S,MW,42,350,230,2013,indx_49,"LATHAM-STEINSBURG,AS10-25SMW"
"LATHAM-STEINSBURG,AS",,10-25,S,MW,42,350,230,2014,indx_49,"LATHAM-STEINSBURG,AS10-25SMW"
"LATHAM-STEINSBURG,AS",,10-25,S,MW,42,350,230,2015,indx_49,"LATHAM-STEINSBURG,AS10-25SMW"
"LATHAM-STEINSBURG,AS",,10-25,S,MW,42,350,230,2016,indx_49,"LATHAM-STEINSBURG,AS10-25SMW"
"LATHAM-STEINSBURG,AS",,10-25,S,MW,42,350,230,2017,indx_49,"LATHAM-STEINSBURG,AS10-25SMW"
"LATHAM-STEINSBURG,C",,15-25,S,MW,40,170,100,2009,indx_49,"LATHAM-STEINSBURG,C15-25SMW"
"LATHAM-STEINSBURG,C",,15-25,S,MW,40,200,120,2010,indx_49,"LATHAM-STEINSBURG,C15-25SMW"
"LATHAM-STEINSBURG,C",,15-25,S,MW,40,300,200,2011,indx_49,"LATHAM-STEINSBURG,C15-25SMW"
"LATHAM-STEINSBURG,C",,15-25,S,MW,40,350,230,2012,indx_49,"LATHAM-STEINSBURG,C15-25SMW"
"LATHAM-STEINSBURG,C",,15-25,S,MW,40,350,230,2013,indx_49,"LATHAM-STEINSBURG,C15-25SMW"
"LATHAM-STEINSBURG,C",,15-25,S,MW,40,350,230,2014,indx_49,"LATHAM-STEINSBURG,C15-25SMW"
"LATHAM-STEINSBURG,C",,15-25,S,MW,40,350,230,2015,indx_49,"LATHAM-STEINSBURG,C15-25SMW"
"LATHAM-STEINSBURG,C",,15-25,S,MW,40,350,230,2016,indx_49,"LATHAM-STEINSBURG,C15-25SMW"
"LATHAM-STEINSBURG,C",,15-25,S,MW,40,350,230,2017,indx_49,"LATHAM-STEINSBURG,C15-25SMW"
LATHAM-WHARTON,SIL,15-25,S,MW,42,170,100,2009,indx_49,LATHAM-WHARTONSIL15-25SMW
LATHAM-WHARTON,SIL,15-25,S,MW,42,200,120,2010,indx_49,LATHAM-WHARTONSIL15-25SMW
LATHAM-WHARTON,SIL,15-25,S,MW,42,300,200,2011,indx_49,LATHAM-WHARTONSIL15-25SMW
LATHAM-WHARTON,SIL,15-25,S,MW,42,350,230,2012,indx_49,LATHAM-WHARTONSIL15-25SMW
LATHAM-WHARTON,SIL,15-25,S,MW,42,350,230,2013,indx_49,LATHAM-WHARTONSIL15-25SMW
LATHAM-WHARTON,SIL,15-25,S,MW,42,350,230,2014,indx_49,LATHAM-WHARTONSIL15-25SMW
LATHAM-WHARTON,SIL,15-25,S,MW,42,350,230,2015,indx_49,LATHAM-WHARTONSIL15-25SMW
LATHAM-WHARTON,SIL,15-25,S,MW,42,350,230,2016,indx_49,LATHAM-WHARTONSIL15-25SMW
LATHAM-WHARTON,SIL,15-25,S,MW,42,350,230,2017,indx_49,LATHAM-WHARTONSIL15-25SMW
LATTY,C,0-2,S,VP,78,790,100,2009,indx_79,LATTYC0-2SVP
LATTY,C,0-2,S,VP,78,980,230,2010,indx_79,LATTYC0-2SVP
LATTY,C,0-2,S,VP,78,1260,510,2011,indx_79,LATTYC0-2SVP
LATTY,C,0-2,S,VP,78,1310,560,2012,indx_79,LATTYC0-2SVP
LATTY,C,0-2,S,VP,78,2110,1360,2013,indx_79,LATTYC0-2SVP
LATTY,C,0-2,S,VP,78,2960,2210,2014,indx_79,LATTYC0-2SVP
LATTY,C,0-2,S,VP,78,2640,1260,2015,indx_79,LATTYC0-2SVP
LATTY,C,0-2,S,VP,78,2610,1230,2016,indx_79,LATTYC0-2SVP
LATTY,C,0-2,S,VP,78,2270,880,2017,indx_79,LATTYC0-2SVP
LATTY,SIC,0-2,S,VP,78,790,100,2009,indx_79,LATTYSIC0-2SVP
LATTY,SIC,0-2,S,VP,78,980,230,2010,indx_79,LATTYSIC0-2SVP
LATTY,SIC,0-2,S,VP,78,1260,510,2011,indx_79,LATTYSIC0-2SVP
LATTY,SIC,0-2,S,VP,78,1310,560,2012,indx_79,LATTYSIC0-2SVP
LATTY,SIC,0-2,S,VP,78,2110,1360,2013,indx_79,LATTYSIC0-2SVP
LATTY,SIC,0-2,S,VP,78,2960,2210,2014,indx_79,LATTYSIC0-2SVP
LATTY,SIC,0-2,S,VP,78,2640,1260,2015,indx_79,LATTYSIC0-2SVP
LATTY,SIC,0-2,S,VP,78,2610,1230,2016,indx_79,LATTYSIC0-2SVP
LATTY,SIC,0-2,S,VP,78,2270,880,2017,indx_79,LATTYSIC0-2SVP
LATTY,SICL,0-2,S,VP,81,890,140,2009,indx_89,LATTYSICL0-2SVP
LATTY,SICL,0-2,S,VP,81,1060,310,2010,indx_89,LATTYSICL0-2SVP
LATTY,SICL,0-2,S,VP,81,1350,600,2011,indx_89,LATTYSICL0-2SVP
LATTY,SICL,0-2,S,VP,81,1400,650,2012,indx_89,LATTYSICL0-2SVP
LATTY,SICL,0-2,S,VP,81,2300,1550,2013,indx_89,LATTYSICL0-2SVP
LATTY,SICL,0-2,S,VP,81,3120,2370,2014,indx_89,LATTYSICL0-2SVP
LATTY,SICL,0-2,S,VP,81,2800,1420,2015,indx_89,LATTYSICL0-2SVP
LATTY,SICL,0-2,S,VP,81,2780,1400,2016,indx_89,LATTYSICL0-2SVP
LATTY,SICL,0-2,S,VP,81,2455,1065,2017,indx_89,LATTYSICL0-2SVP
"LATTY,OF-PH",SIC,0-2,S,VP,78,790,100,2009,indx_79,"LATTY,OF-PHSIC0-2SVP"
"LATTY,OF-PH",SIC,0-2,S,VP,78,980,120,2010,indx_79,"LATTY,OF-PHSIC0-2SVP"
"LATTY,OF-PH",SIC,0-2,S,VP,78,1260,260,2011,indx_79,"LATTY,OF-PHSIC0-2SVP"
"LATTY,OF-PH",SIC,0-2,S,VP,78,1310,310,2012,indx_79,"LATTY,OF-PHSIC0-2SVP"
"LATTY,OF-PH",SIC,0-2,S,VP,78,2110,1110,2013,indx_79,"LATTY,OF-PHSIC0-2SVP"
"LATTY,OF-PH",SIC,0-2,S,VP,78,2960,1960,2014,indx_79,"LATTY,OF-PHSIC0-2SVP"
"LATTY,OF-PH",SIC,0-2,S,VP,78,2640,870,2015,indx_79,"LATTY,OF-PHSIC0-2SVP"
"LATTY,OF-PH",SIC,0-2,S,VP,78,2610,840,2016,indx_79,"LATTY,OF-PHSIC0-2SVP"
"LATTY,OF-PH",SIC,0-2,S,VP,78,2270,535,2017,indx_79,"LATTY,OF-PHSIC0-2SVP"
"LATTY,T-SUBST",SICL,0-1,S,VP,81,890,100,2009,indx_89,"LATTY,T-SUBSTSICL0-1SVP"
"LATTY,T-SUBST",SICL,0-1,S,VP,81,1060,120,2010,indx_89,"LATTY,T-SUBSTSICL0-1SVP"
"LATTY,T-SUBST",SICL,0-1,S,VP,81,1350,350,2011,indx_89,"LATTY,T-SUBSTSICL0-1SVP"
"LATTY,T-SUBST",SICL,0-1,S,VP,81,1400,400,2012,indx_89,"LATTY,T-SUBSTSICL0-1SVP"
"LATTY,T-SUBST",SICL,0-1,S,VP,81,2300,1300,2013,indx_89,"LATTY,T-SUBSTSICL0-1SVP"
"LATTY,T-SUBST",SICL,0-1,S,VP,81,3120,2120,2014,indx_89,"LATTY,T-SUBSTSICL0-1SVP"
"LATTY,T-SUBST",SICL,0-1,S,VP,81,2800,1030,2015,indx_89,"LATTY,T-SUBSTSICL0-1SVP"
"LATTY,T-SUBST",SICL,0-1,S,VP,81,2780,1010,2016,indx_89,"LATTY,T-SUBSTSICL0-1SVP"
"LATTY,T-SUBST",SICL,0-1,S,VP,81,2455,670,2017,indx_89,"LATTY,T-SUBSTSICL0-1SVP"
LAWSHE,SIC,12-18,SE,MW,33,170,100,2009,indx_49,LAWSHESIC12-18SEMW
LAWSHE,SIC,12-18,SE,MW,33,200,120,2010,indx_49,LAWSHESIC12-18SEMW
LAWSHE,SIC,12-18,SE,MW,33,300,200,2011,indx_49,LAWSHESIC12-18SEMW
LAWSHE,SIC,12-18,SE,MW,33,350,230,2012,indx_49,LAWSHESIC12-18SEMW
LAWSHE,SIC,12-18,SE,MW,33,350,230,2013,indx_49,LAWSHESIC12-18SEMW
LAWSHE,SIC,12-18,SE,MW,33,350,230,2014,indx_49,LAWSHESIC12-18SEMW
